psi,s2,q2,s3,q3,rho,tE,cad,bin_box,planet_box,contour_threshold,alpha_density,n_pot
30.0,0.2,0.925,1.75,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
60.0,0.2,0.925,1.75,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
90.0,0.2,0.925,1.75,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
0.0,0.2,0.925,1.9333333333333333,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
30.0,0.2,0.925,1.9333333333333333,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
60.0,0.2,0.925,1.9333333333333333,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
90.0,0.2,0.925,1.9333333333333333,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
0.0,0.2,0.925,2.1166666666666667,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
30.0,0.2,0.925,2.1166666666666667,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
60.0,0.2,0.925,2.1166666666666667,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
90.0,0.2,0.925,2.1166666666666667,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
0.0,0.2,0.925,2.3,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
30.0,0.2,0.925,2.3,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
60.0,0.2,0.925,2.3,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
90.0,0.2,0.925,2.3,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
0.0,0.2,0.925,2.4833333333333334,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
30.0,0.2,0.925,2.4833333333333334,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
60.0,0.2,0.925,2.4833333333333334,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
90.0,0.2,0.925,2.4833333333333334,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
0.0,0.2,0.925,2.666666666666667,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
30.0,0.2,0.925,2.666666666666667,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
60.0,0.2,0.925,2.666666666666667,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
90.0,0.2,0.925,2.666666666666667,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
0.0,0.2,0.925,2.85,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
30.0,0.2,0.925,2.85,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
60.0,0.2,0.925,2.85,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
90.0,0.2,0.925,2.85,3.162277660168379e-06,0.001,20,12,0.5,0.06,0.05,10,5
0.0,0.2,0.925,0.35,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,0.35,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,0.35,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,0.35,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,0.4122222222222222,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,0.4122222222222222,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,0.4122222222222222,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,0.4122222222222222,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,0.47444444444444445,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,0.47444444444444445,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,0.47444444444444445,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,0.47444444444444445,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,0.5366666666666666,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,0.5366666666666666,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,0.5366666666666666,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,0.5366666666666666,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,0.5988888888888889,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,0.5988888888888889,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,0.5988888888888889,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,0.5988888888888889,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,0.6611111111111111,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,0.6611111111111111,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,0.6611111111111111,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,0.6611111111111111,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,0.7233333333333334,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,0.7233333333333334,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,0.7233333333333334,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,0.7233333333333334,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,0.7855555555555556,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,0.7855555555555556,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,0.7855555555555556,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,0.7855555555555556,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,0.8477777777777777,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,0.8477777777777777,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,0.8477777777777777,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,0.8477777777777777,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,0.91,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,0.91,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,0.91,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,0.91,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,1.2,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,1.2,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,1.2,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,1.2,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,1.3833333333333333,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,1.3833333333333333,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,1.3833333333333333,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,1.3833333333333333,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,1.5666666666666667,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,1.5666666666666667,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,1.5666666666666667,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,1.5666666666666667,1e-05,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,1.75,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,1.75,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,1.75,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,1.75,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,1.9333333333333333,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,1.9333333333333333,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,1.9333333333333333,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,1.9333333333333333,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,2.1166666666666667,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,2.1166666666666667,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,2.1166666666666667,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,2.1166666666666667,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,2.3,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,2.3,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,2.3,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,2.3,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,2.4833333333333334,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,2.4833333333333334,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,2.4833333333333334,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,2.4833333333333334,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,2.666666666666667,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,2.666666666666667,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,2.666666666666667,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,2.666666666666667,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,2.85,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,2.85,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,2.85,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,2.85,1e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,0.35,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,0.35,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,0.35,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,0.35,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,0.4122222222222222,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,0.4122222222222222,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,0.4122222222222222,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,0.4122222222222222,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,0.47444444444444445,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,0.47444444444444445,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,0.47444444444444445,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,0.47444444444444445,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,0.5366666666666666,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,0.5366666666666666,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,0.5366666666666666,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,0.5366666666666666,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,0.5988888888888889,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,0.5988888888888889,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,0.5988888888888889,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,0.5988888888888889,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,0.6611111111111111,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,0.6611111111111111,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,0.6611111111111111,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,0.6611111111111111,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,0.7233333333333334,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,0.7233333333333334,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,0.7233333333333334,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,0.7233333333333334,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,0.7855555555555556,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,0.7855555555555556,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,0.7855555555555556,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,0.7855555555555556,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,0.8477777777777777,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,0.8477777777777777,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,0.8477777777777777,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,0.8477777777777777,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,0.91,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,0.91,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,0.91,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,0.91,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,1.2,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,1.2,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,1.2,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,1.2,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,1.3833333333333333,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,1.3833333333333333,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,1.3833333333333333,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,1.3833333333333333,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,1.5666666666666667,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,1.5666666666666667,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,1.5666666666666667,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,1.5666666666666667,3.1622776601683795e-05,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,1.75,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,1.75,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,1.75,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,1.75,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,1.9333333333333333,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,1.9333333333333333,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,1.9333333333333333,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,1.9333333333333333,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,2.1166666666666667,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,2.1166666666666667,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,2.1166666666666667,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,2.1166666666666667,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,2.3,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,2.3,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,2.3,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,2.3,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,2.4833333333333334,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,2.4833333333333334,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,2.4833333333333334,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,2.4833333333333334,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,2.666666666666667,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,2.666666666666667,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,2.666666666666667,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,2.666666666666667,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,2.85,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
30.0,0.2,0.925,2.85,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
60.0,0.2,0.925,2.85,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
90.0,0.2,0.925,2.85,3.1622776601683795e-05,0.001,20,12,0.5,0.125,0.05,10,5
0.0,0.2,0.925,0.35,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,0.35,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,0.35,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,0.35,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,0.4122222222222222,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,0.4122222222222222,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,0.4122222222222222,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,0.4122222222222222,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,0.47444444444444445,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,0.47444444444444445,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,0.47444444444444445,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,0.47444444444444445,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,0.5366666666666666,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,0.5366666666666666,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,0.5366666666666666,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,0.5366666666666666,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,0.5988888888888889,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
30.0,0.2,0.925,0.5988888888888889,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
60.0,0.2,0.925,0.5988888888888889,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
90.0,0.2,0.925,0.5988888888888889,0.0001,0.001,20,12,0.5,0.25,0.05,10,5
0.0,0.2,0.925,0.6611111111111111,0.0001,0.001,20,12,0.5,0.5,0.05,10,5
